task,domain,split,sample_id,text,aspect,label_name,label_id
absa,restaurant,train,2688,The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,price,positive,0
absa,restaurant,train,1677,"The only positive was the wait staff, which was prompt, knowledgable, and likeable.",wait staff,positive,0
absa,restaurant,train,173,"Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders.",Food,conflict,3
absa,restaurant,train,1854,It won't break the bank but I also wouldnt come back for the food.,food,negative,1
absa,restaurant,train,1971,The sides were ok and incredibly salty.,sides,negative,1
absa,restaurant,train,983,"both are very reasonably priced (around $8 for dinner and $5 for lunch), and are delicious and filling.",dinner,positive,0
absa,restaurant,train,1857,The space is nice but when we order our drink we were in for a surprise.,drink,negative,1
absa,restaurant,train,2155,Their whitefish salad is excellent--all whitefish with a little mayo.,whitefish salad,positive,0
absa,restaurant,train,878,"So if you want a nice, enjoyable meal at Montparnasse, go early for the pre-theater prix-fixe.",pre-theater prix-fixe,positive,0
absa,restaurant,train,605,Wow over 100 beers to choose from.,beers,positive,0
absa,restaurant,train,1518,"this is the best secret place in midtown', I heard that from the bartender, after having brilliant food ( try steak with portobello mushrooms) and drinks on the bar last Tuesday.",drinks,positive,0
absa,restaurant,train,1117,"To finish off such a delightful dinner experience you must have dessert, especially the White Chocolate Bread Pudding with Gelato and hot chocolate.",White Chocolate Bread Pudding with Gelato and hot chocolate,positive,0
absa,restaurant,train,1424,"my picks are:  - Scallion Pancake (fried with vegetable juice, very special and tasty)  - Guizhou Chicken  - Shredded Squid Family Style (one of my personal favorites)  - Sichuan Spicy Soft Shell Crab  - Shuizhu Fish (this one is for hardcore Sichuan food fans, I wouldn't recommend to my American friends as it's very spicy.",Scallion Pancake,positive,0
absa,restaurant,train,2521,"The environment is romantic, but the food is horrible, the service is pathetic, and gabriella lies about everything she could.",food,negative,1
absa,restaurant,train,2766,"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",regular menu-fare,positive,0
absa,restaurant,train,1622,The portions are large and the servers always surprise us with a different starter.,starter,positive,0
absa,restaurant,train,52,"No dress codes, no attitudes, plenty of comfort companionship, a great place to relax in an always busy Midtown.",dress codes,positive,0
absa,restaurant,train,1607,"The service is a bit slow, but harkens back to my years growing up in Napoli, Italy where things are not rushed and when you sit down for dinner the table is yours all night.",dinner,neutral,2
absa,restaurant,train,3264,"I had the black cod with yuzu sauce, which was wonderful.",black cod with yuzu sauce,positive,0
absa,restaurant,train,2522,like saying her bread comes from a special bakery when we have seen her buying it dowtown manhathan.,bread,negative,1
absa,restaurant,train,3234,We go on Mondays for the prix fixe and our experience with the food has been comparable to Blue Ribbon.,prix fixe,neutral,2
absa,restaurant,train,1469,The pizza is yummy and I like the atmoshpere.,atmoshpere,positive,0
absa,restaurant,train,843,A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.,atmosphere,positive,0
absa,restaurant,train,2495,"This place, however, has a lot less pretension than Joya and the Thai food is still above-average.",Thai food,positive,0
absa,restaurant,train,539,The restaurant is rather small but we were lucky to get a table quickly.,table,positive,0
absa,restaurant,train,3205,"Haru serves very fresh fish, has a trendy, modern ambiance, prime location on Park Avenue South and friendly service.",ambiance,positive,0
absa,restaurant,train,628,The server was really cool and served us our food and drinks with a smile.,food,neutral,2
absa,restaurant,train,1164,The food there is so good that even to order out the wait is incredible.,wait,negative,1
absa,restaurant,train,3378,Tell them Herky sent you and get a free confused look from the waiter.,waiter,negative,1
absa,restaurant,train,1652,"Otherwise, this place has great service and prices and a nice friendly atmosphere.",atmosphere,positive,0
absa,restaurant,train,1539,We also ordered two hot dogs thinking they would be pretty good since there is a whole section on the menu devoted to them.,hot dogs,neutral,2
absa,restaurant,train,1000,"The food is good, especially their more basic dishes, and the drinks are delicious.",drinks,positive,0
absa,restaurant,train,1346,"Overall, the ingredients and technique are there and I am encouraged enough to return at lunch or dinner to see whether the boldness of the flavour palette improves.",dinner,neutral,2
absa,restaurant,train,2298,"The crust is thin, the ingredients are fresh and the staff is friendly.",staff,positive,0
absa,restaurant,train,3412,This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.,ambience,positive,0
absa,restaurant,train,715,We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai.,beef,negative,1
absa,restaurant,train,1366,"The drinks are a saving grace, but service staff, please, get over yourselves.",service staff,negative,1
absa,restaurant,train,3020,"My goodness, everything from the fish to the rice to the seaweed was absolutely amazing.",rice,positive,0
absa,restaurant,train,1424,"my picks are:  - Scallion Pancake (fried with vegetable juice, very special and tasty)  - Guizhou Chicken  - Shredded Squid Family Style (one of my personal favorites)  - Sichuan Spicy Soft Shell Crab  - Shuizhu Fish (this one is for hardcore Sichuan food fans, I wouldn't recommend to my American friends as it's very spicy.",Shuizhu Fish,positive,0
absa,restaurant,train,284,Been going here since it opened have seen the quality value decrease considerably.,quality value,negative,1
absa,restaurant,train,215,Wine list is not huge but def well selected.,Wine list,conflict,3
absa,restaurant,train,1786,The spicy Tuna roll is huge and probably the best that I've had at this price range.,price range,positive,0
absa,restaurant,train,2395,Its worth the wait though.,wait,conflict,3
absa,restaurant,train,1133,yourself a favor and have dinner here and see if you dont agree with me.,dinner,neutral,2
absa,restaurant,train,2746,I've never had bad service and the fish is fresh and delicious.,service,positive,0
absa,restaurant,train,3353,"- the bread at the beginning is super tasty and makes you want more - the pizza is delicious and comes in personal sizes, however be warned that the Peter's Favourite pizza with prosciutto and baby arugula is actually a margarite pizza with cold prosciutto and baby arugula on top, like a salad.",Peter's Favourite pizza with prosciutto and baby arugula,neutral,2
absa,restaurant,train,1240,"Apparently, the good cook works then.",cook,positive,0
absa,restaurant,train,141,This dish is my favorite and I always get it when I go there and never get tired of it.,dish,positive,0
absa,restaurant,train,1975,Succulent steaks cooked precisely to your desired 'doneness' accompanied by salads and sides that don't look like leafy road kill.,sides,positive,0
absa,restaurant,train,3139,"Where tanks in other Chinatown restaurants display a lurking myriad of sad-looking marine life in their murky waters, the tanks at Ping's are clear as glass with healthy-looking creatures who do not yet know that they will be part of some dim sum lover's brunch.",tanks,positive,0
absa,restaurant,train,601,We went to eat at the Jekyll and Hyde restaurant on Friday night and really enjoyed the fun atmosphere and good food.,food,positive,0
absa,restaurant,train,3202,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",ceviche mix (special),positive,0
absa,restaurant,train,2274,"Though the Spider Roll may look like a challenge to eat, with soft shell crab hanging out of the roll, it is well worth the price you pay for them.",shell crab,positive,0
absa,restaurant,train,38,"The man that was hosting promised to save a table for our party of 7, then sat a party of 2 at the very table he was saving (mean while there were boths open all around).",table,negative,1
absa,restaurant,train,1701,Winnie and her staff are the best crew you can find serving you.,crew,positive,0
absa,restaurant,train,557,The service does sometimes lack focus and it is not ideal if you are in a hurry but I have never been treated rudely.,service,conflict,3
absa,restaurant,train,2700,"I went here with a friend on a whim, we went someplace else first and couldn't get a table.",table,negative,1
absa,restaurant,train,2879,"The service is friendly, if not the most prompt in the world, the food is great, and the prices, while not cheap, won't put your wallet out of commission.",prices,conflict,3
absa,restaurant,train,1964,"$160 for 2 filets, 2 sides, an appetizer and drinks.",sides,neutral,2
absa,restaurant,train,3117,And the food was fantastic.,food,positive,0
absa,restaurant,train,2262,"The spicy tuna roll was unusually good and the rock shrimp tempura was awesome, great appetizer to share!",rock shrimp tempura,positive,0
absa,restaurant,train,1318,"It cannot be the ambience, because the place is very cramped and some guests have to sit in an aisle.",ambience,negative,1
absa,restaurant,train,2702,"Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.",filet,positive,0
absa,restaurant,train,866,The staff there is very attentive and down to earth.,staff,positive,0
absa,restaurant,train,753,After my 3rd time the manager remembered me and treated me like an usual customer.,manager,positive,0
absa,restaurant,train,2886,My wife and I ate here earlier this week and have not stopped ranting and raving about the food.,food,positive,0
absa,restaurant,train,391,"I stumbled upon this second floor walk-up two Fridays ago when I was with two friends in town from L.A. Being serious sushi lovers, we sat at the sushi bar to be closer to the action.",sushi,neutral,2
absa,restaurant,train,1331,Why make a reservation if you aren't going to keep it?,reservation,negative,1
absa,restaurant,train,1477,"The portions are HUGE, so it might be good to order three things to split (rather than one appetizer and entree per person) for two people.",portions,positive,0
absa,restaurant,train,94,"Excellent atmosphere, delicious dishes good and friendly service.",atmosphere,positive,0
absa,restaurant,train,3140,The dim sum is delectable while the prices are quite easy on the wallet.,dim sum,positive,0
absa,restaurant,train,3579,I got an excellent piece of cheesecake and we had several other nice pastries.,pastries,positive,0
absa,restaurant,train,3516,The prices are about $9 for an entree for dinner and even less for lunch.,lunch,positive,0
absa,restaurant,train,2571,"Ambience is so cute and quaint, good for business although we were there on vacation.",Ambience,positive,0
absa,restaurant,train,3345,"not only does make the best pizza in NY , maybe anywhere.",pizza,positive,0
absa,restaurant,train,119,Check out the secret back room.,secret back room,positive,0
absa,restaurant,train,1423,What makes this restaurant special are the authentic sichuan cooking and being the only one in NYC that offers authentic chongqing hotpot.,chongqing hotpot,positive,0
absa,restaurant,train,1733,Decor is charming.,Decor,positive,0
absa,restaurant,train,3492,"Pizza is terrific, as is homemade pasta.",Pizza,positive,0
absa,restaurant,train,25,Great for large groups and celebrations - our SUPER HAPPY waiter was the entertainment of the evening.,waiter,positive,0
absa,restaurant,train,3534,"All the money went into the interior decoration, none of it went to the chefs.",chefs,negative,1
absa,restaurant,train,971,Interesting other dishes for a change include chicken in curry sauce and salmon caserole.,chicken in curry sauc,positive,0
absa,restaurant,train,3024,"The first time the sushi was outstanding, the second time it was a little bland.",sushi,conflict,3
absa,restaurant,train,2002,I've dined at Alain Ducasse's restaurant in Monte Carlo for half the price for the same excellent dining experience.,price,positive,0
absa,restaurant,train,205,"The waitstaff are all very busy, it's not outstanding service, but I've never been dealt with rudely.",service,conflict,3
absa,restaurant,train,1066,Other apetizers and food,food,neutral,2
absa,restaurant,train,1738,Great staff.,staff,positive,0
absa,restaurant,train,3581,My son and his girlfriend both wanted cheeseburgers and they were huge!,cheeseburgers,positive,0
absa,restaurant,train,425,The price is reasonable although the service is poor.,service,negative,1
absa,restaurant,train,2280,"The restuarant itself is not large, but seems to have several round tables to accomodate large groups hoping to save a buck to eat authentic Taiwanese.",Taiwanese,positive,0
absa,restaurant,train,937,INCREDIBLY POOR SERVICE AN FOOD QUALITY AT EXORBITANT PRICES.,PRICES,negative,1
absa,restaurant,train,3332,"However, in the summer of 2003, it seems the management has changed and the great big door has been replaced for a glass front ridding itself of the dark romantic getup.",glass front,negative,1
absa,restaurant,train,2582,"NO more reservations, expensive tips and annoying stuff.",stuff,positive,0
absa,restaurant,train,1268,"The mussaman curry that I ordered was as thin as water and aside from the poorly fried tofu that I ordered in it, they graciously provided me with ONE piece of poorly cooked potato.",potato,negative,1
absa,restaurant,train,568,"To my right, the hostess stood over a busboy and hissed rapido, rapido as he tried to clear and re-set a table for six.",table,neutral,2
absa,restaurant,train,2137,"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.",service,positive,0
absa,restaurant,train,2210,"The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish.",dish,negative,1
absa,restaurant,train,345,The service is awful.,service,negative,1
absa,restaurant,train,2622,"Great food, great prices, great service.",food,positive,0
absa,restaurant,train,1319,"The most annoying thing, though, is the fact that the servers seem to be trained to drive revenue.",servers,negative,1
absa,restaurant,train,813,"All the appetizers and salads were fabulous, the steak was mouth watering and the pasta was delicious!!!",appetizers,positive,0
absa,restaurant,train,517,"Three page wine menu, one page entree and horedevous.",horedevous,positive,0
absa,restaurant,train,1185,It's a great place to pick up a cheap lunch or dinner.,dinner,positive,0
absa,restaurant,train,2210,"The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish.",food,negative,1
absa,restaurant,train,685,"Not sure where the previous reviewer, lonk, dined, but Saul is in a great neighborhood and has great food!",food,positive,0
absa,restaurant,train,3004,"Admittedly, this is not the place for gigantic pieces of fish overflowing the plate (and thank goodness, in my opinion) but for simple, elegant sushi there is no better place in New York or anywhere in the US.",fish,neutral,2
absa,restaurant,train,1441,"My entree of hot pot with seafood was full of imitation crabmeat with a couple pieces of shrimp and squid, and was unnecessarily heated with a burner.",crabmeat,negative,1
absa,restaurant,train,2452,"The seating was if they were trying to get the maximum amount of people into the restaurant, so be nice to your neighbor when you dine here.",seating,negative,1
absa,restaurant,train,3419,"Southern Indian cuisine is still there, too.",Southern Indian cuisine,neutral,2
absa,restaurant,train,665,I would recommend putting your name down and then getting a drink at a local bar first though because of the wait time.,bar,neutral,2
absa,restaurant,train,2063,we decided to eat in tea room which was small and cute.,tea room,positive,0
absa,restaurant,train,2445,The bill is approximately $25 for 2 at lunch without drinks.,bill,neutral,2
absa,restaurant,train,865,You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,chocolate bread pudding,positive,0
absa,restaurant,train,818,The place itself is beautiful the bar scene seems to be happening.,bar scene,positive,0
absa,restaurant,train,2422,"I like Mamoun's food as well, but side by side, Kati Rolls just produce tastier food hands down.",food,positive,0
absa,restaurant,train,1294,They smell like they stuff them with old canned vegetables like the spinach mushroom calzone.,spinach mushroom calzone,negative,1
absa,restaurant,train,2963,Their wines by the glass are a great accompaniment and you can eat like a king with wine for under $30.,wine,neutral,2
absa,restaurant,train,1000,"The food is good, especially their more basic dishes, and the drinks are delicious.",food,positive,0
absa,restaurant,train,1828,"He not only makes his own homemade mozzarella, but every pie is ultra fresh.",pie,positive,0
absa,restaurant,train,1011,We actually left hungry and went across the street to Wo Hop at 15 Mott street for some good chinese food.,chinese food,positive,0
absa,restaurant,train,1650,This big draw is the all you can sushi here for $19.95!,sushi,positive,0
absa,restaurant,train,1015,A cool place to hang with your friends for a couple of healthy drinks and desserts.,drinks,positive,0
absa,restaurant,train,981,"Nha Trang, while being notorious for utter lack of comfort and decor, horribly slow wait staff and horribly quick meals, is one of the best vietnamese restaurants i've ever been to. the pho is delicious and comes with very fresh vegtables.",meals,negative,1
absa,restaurant,train,3482,I had been a regular due to the consistently good food and ease of getting a table.,getting a table,positive,0
absa,restaurant,train,3525,The staff is very attentive and we can almost always get a table.,staff,positive,0
absa,restaurant,train,529,The food is great and they have a good selecion of wines at reasonable prices.,prices,positive,0
absa,restaurant,train,160,We ended our great experience by having Gulab Jamun (dessert) recommended by the waiter.,waiter,positive,0
absa,restaurant,train,2496,"You rarely have to wait for a seat and the currys (masaman, green, red) are full of flavor and come super spicy if you ask for it.",flavor,positive,0
absa,restaurant,train,1911,"I had a terrific meal, and our server guided us toward a very nice wine in our price range, instead of allowing us to purchase a similarly priced wine that wasn't as good.",wine,positive,0
absa,restaurant,train,2768,"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",service,positive,0
absa,restaurant,train,2479,We visited Bread Bar during January restaurant week and were so pleased with the menu selections and service.,menu selections,positive,0
absa,restaurant,train,547,I've had to wait only a few times during lunch but this place is definitely worth the wait.,wait,positive,0
absa,restaurant,train,1002,"The view is spectacular, and the food is great.",food,positive,0
absa,restaurant,train,2708,"The food is fresh, delicious, and reasonably priced.",priced,positive,0
absa,restaurant,train,3228,"If you love seafood, you would love this place!",place,positive,0
absa,restaurant,train,2030,Our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese.,cheese,neutral,2
absa,restaurant,train,1295,The counter service is bad.,counter service,negative,1
absa,restaurant,train,329,"Service was devine, oysters where a sensual as they come, and the price can't be beat!!!",price,positive,0
absa,restaurant,train,2487,You can get an excellent meal at most of the many Indian restaurants on nearby Lexington Avenue for the cost of one the dainty dishes here.,meal,positive,0
absa,restaurant,train,2896,"When going out for a nice dinner, I like a nice ambiance as well as very good food.",ambiance,positive,0
absa,restaurant,train,257,The scallion pancakes and fried dumplings were nothing out of the ordinary.,scallion pancakes,neutral,2
absa,restaurant,train,1671,Any if you have a reservation you'll wait for max 5 minutes - so have a drink at the bar.,bar,neutral,2
absa,restaurant,train,1987,"On the other hand, if you are not fooled easily, you will find hundreds of restaurants that will give you service and ambiance that is on par with Alain Ducasse, and food that will outshine in presentaion, taste, choice, quality and quantity.",choice,negative,1
absa,restaurant,train,3683,"They forgot a sandwich, didn't include plastic forks, and didn't include pita with the hummus platter.",plastic forks,neutral,2
absa,restaurant,train,53,"So much more than the usual bar food, go there to enjoy the menu while sampling one of their hand-crafted beers.",menu,positive,0
absa,restaurant,train,1159,"After dinner, take your date to the HUGE dance floor, probably one of the biggest you'll see in NY.",dinner,neutral,2
absa,restaurant,train,603,The service was attentive and her suggestions of menu items was right on the mark.,service,positive,0
absa,restaurant,train,1931,Truly the mark of an attentive waiter.,waiter,positive,0
absa,restaurant,train,981,"Nha Trang, while being notorious for utter lack of comfort and decor, horribly slow wait staff and horribly quick meals, is one of the best vietnamese restaurants i've ever been to. the pho is delicious and comes with very fresh vegtables.",vegtables,positive,0
absa,restaurant,train,1034,"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.",sushi,positive,0
absa,restaurant,train,1293,"Their calzones are horrific, bad, vomit-inducing, YUCK.",calzones,negative,1
absa,restaurant,train,173,"Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders.",raw vegatables,negative,1
absa,restaurant,train,865,You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,dessert,positive,0
absa,restaurant,train,2693,I recommend the meatballs and caprese salad and the beans on toast were a wonderful start to the meal!,meatballs,positive,0
absa,restaurant,train,3467,No you're going to go back because the food was good.,food,positive,0
absa,restaurant,train,394,"Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.",Blue Fin Torro (Fatty Tuna),neutral,2
absa,restaurant,train,3590,"great food, lt's of it, more then one person can eat!",food,positive,0
absa,restaurant,train,3457,From the moment we walked in they were more than accomodating even though the place was packed.,place,negative,1
absa,restaurant,train,3505,"When he's not making authentic Neapolitan pizza in the open brick oven or lightly frying zucchini blossoms, he's visiting the regulars (a growing legion) and checking on newcomers.",Neapolitan pizza,positive,0
absa,restaurant,train,1686,"Considering their price of $6.25 for lunch special, the dish was ridiculously small.",lunch special,negative,1
absa,restaurant,train,2348,"We made early dinner reservations and were thoroughly impressed, reminds me of my grandfather, its old school Italian scenery with lots of fun stuff to admire.",dinner reservations,positive,0
absa,restaurant,train,2897,"While Sapphire is certainly not lacking in ambiance, and probably has the best decor of any Indian restaurant I have been to in New York City, the food was not what I had hoped for.",ambiance,positive,0
absa,restaurant,train,287,Best dish is nori-wrapped tuna.,nori-wrapped tuna,positive,0
absa,restaurant,train,799,"The food was just OK, I would never go back.",food,neutral,2
absa,restaurant,train,1638,The prices are exceptionally reasonable for food of this caliber.,food,positive,0
absa,restaurant,train,1949,"If it's just a quick martini at the bar (which I recommend Jeffery's) or a mind blowing Roast Chicken, go to Village!",bar,neutral,2
absa,restaurant,train,757,"It's a place for people who pay a lot for mediocre food, noise and a chance to be with their fellow bridge and tunnel folks.",food,neutral,2
absa,restaurant,train,1671,Any if you have a reservation you'll wait for max 5 minutes - so have a drink at the bar.,drink,neutral,2
absa,restaurant,train,2502,"The space is a bit too small for live music, so on  jazz nights, it can be loud and cramped.",live music,neutral,2
absa,restaurant,train,3571,The food was mediocre at best but it was the horrible service that made me vow never to go back.,food,neutral,2
absa,restaurant,train,847,"Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.",meal,positive,0
absa,restaurant,train,2483,Could be pricey without a prix fixe meal.,prix fixe meal,negative,1
absa,restaurant,train,1548,"The food is terrible and overall, I would have to say avoid at all costs.",food,negative,1
absa,restaurant,train,2676,Cornelia Street looks like a Broadway set for West Side Story and the inside of Po is so cool quaint you really can't top the setting for a romantic dinner in NYC.,setting,positive,0
absa,restaurant,train,1970,The steak was excellent and one of the best I have had (I tasted the butter intitally but in no way did it overwhelm the flavor of the meat).,steak,positive,0
absa,restaurant,train,3535,"The decor is dark, cool and soothing, while the food's presentation is spectacular, considering the low prices.",prices,positive,0
absa,restaurant,train,363,"great wine list (italian), good food, service was INITIALLY fine.",food,positive,0
absa,restaurant,train,1652,"Otherwise, this place has great service and prices and a nice friendly atmosphere.",service,positive,0
absa,restaurant,train,1433,It is run by the same Sichuan chef who started the chain in Chinatown.,Sichuan chef,neutral,2
absa,restaurant,train,509,Service was very good and warm.,Service,positive,0
absa,restaurant,train,2907,"service is friendly, and never had a problem walking in and getting a table.",getting a table,positive,0
absa,restaurant,train,2915,"not the food ,not the ambiance , not the service, I agree with the previous reviews you wait and wait , the wait staff are very rude and when you get in they are looking to get you right out .",ambiance,neutral,2
absa,restaurant,train,974,"I've been to this restaurant more than a dozen times and when I'm craving for Pho, Lemon grass chicken or Beef Cube on rice, this is the place to go.",Beef Cube on rice,positive,0
absa,restaurant,train,2222,Went there and had a combination of different seafood dishes and appetizers.,appetizers,neutral,2
absa,restaurant,train,3405,I really loved the different and inovated touch that's the cheff gives to the food.,cheff,positive,0
absa,restaurant,train,3606,The pizza was really good.,pizza,positive,0
absa,restaurant,train,3039,I do not recommend lunch specials just because it tasts the same with other regular chinese restaurant.,lunch specials,negative,1
absa,restaurant,train,598,"The atmosphere is unheralded, the service impecible, and the food magnificant.",food,positive,0
absa,restaurant,train,2657,"Last memorial day, I tried to make reservations but was told they were closed that weekend (interesting, but...).",reservations,negative,1
absa,restaurant,train,3015,"After we got our sashimi order, I could not believe how small the portions were!",portions,negative,1
absa,restaurant,train,388,this little place has a cute interior decor and affordable city prices.,prices,positive,0
absa,restaurant,train,2194,They don't seem to place an emphasis on specials or fresh ingredients which to me is necessary for good thai.,ingredients,negative,1
absa,restaurant,train,7,"I like Cafe Noir dont get me wrong, it is jsut that the people who work there are evil and incompetent!!",people,negative,1
absa,restaurant,train,3633,"The service was superb, they treat you like family.",service,positive,0
absa,restaurant,train,1457,"My wife and I will usually only order one primi and one secondi and split them, as they tend to offer large portions.",primi,positive,0
absa,restaurant,train,3629,It's just O.K. pizza.,pizza,neutral,2
absa,restaurant,train,945,"The cafe itself was really nice with comfortable outdoor chairs and tables, but the service could have been better.",outdoor chairs,positive,0
absa,restaurant,train,407,The sushi seemed pretty fresh and was adequately proportioned.,sushi,positive,0
absa,restaurant,train,931,It took them 15 minutes to put water in our glasses.,water,neutral,2
absa,restaurant,train,2645,"BUt their best dish is thh Thai spiced curry noodles with shrimp - a dish that would cost $23.95 is most places, but it is $16 here.",Thai spiced curry noodles with shrimp,positive,0
absa,restaurant,train,2019,"I had the cod with paella (spicy and very filling, I'm a big eater and could only eat half) while my boyfriend had the classic fish and chips (again, a big serving - at least 5 pieces of fish and a basketful of fries).",fries,neutral,2
absa,restaurant,train,518,"A very inviting restaurant, with friendly service.",service,positive,0
absa,restaurant,train,2206,"After being told that our party of three would be seated in 10 minutes and watching other parties (multiples of 2 and higher) seated for 40 minutes, the three of us were squished into a small 2-person table.",2-person table,negative,1
absa,restaurant,train,1096,This is definitely an  excellent date spot because of the ambiance and on the weekends the  night scene is more than alive.,spot,positive,0
absa,restaurant,train,175,"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.",decor,positive,0
absa,restaurant,train,1601,They have some great entrees here as well.,entrees,positive,0
absa,restaurant,train,1940,"Super friendly and knowledgable staff, fabulous bistro fare and a wonderful jazz brunch with great live jazz (the chilaquiles were awesome!",jazz brunch,positive,0
absa,restaurant,train,857,I have never better enjoyed humble root vegetables or a mushroom consomme - and this chef accomplishes without fats.,mushroom consomme,positive,0
absa,restaurant,train,527,"Great spot, whether looking for a couple of drinks or quiet dinner.",spot,positive,0
absa,restaurant,train,1600,"The combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in NY.",fresh mozz cheese,positive,0
absa,restaurant,train,2693,I recommend the meatballs and caprese salad and the beans on toast were a wonderful start to the meal!,meal,neutral,2
absa,restaurant,train,2003,Dinner took almost 4 hours without any lag time.,Dinner,negative,1
absa,restaurant,train,128,"If you want some roast duck, pork or chicken on rice with ginger, try them out!",pork,positive,0
absa,restaurant,train,3265,"I must warn the reader that the portions sizes are very small (especially the appetizers), so if you plan to eat until you are full and do not intend to order the chef's special tasting menu, prepare to order and pay for an appetizer (1 dish for each person because the portions are not for sharing), a main entree, and the cold udon at the end of the meal.",main entree,neutral,2
absa,restaurant,train,846,"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",staff,positive,0
absa,restaurant,train,3530,"It's like they took leftover chicken, poured oil and sprinkled pepper powder over it (the sauce was translucent and red).",pepper powder,neutral,2
absa,restaurant,train,1794,"Oh, but wait, we were out of drinks (which were also delightfully overpriced).",drinks,negative,1
absa,restaurant,train,405,"I tend to judge a sushi restaurant by its sea urchin, which was heavenly at sushi rose.",sea urchin,positive,0
absa,restaurant,train,966,"The prices cannot be beat for the quality, quantity, freshness and taste.",prices,positive,0
absa,restaurant,train,2692,"The staff was very attentive, the ambience lovely, and the food superb.",staff,positive,0
absa,restaurant,train,784,"If you are in a big group, this place is perfect because it recomends sharing - they have lazy susans on most tables - even families can feel comfortable here.",tables,positive,0
absa,restaurant,train,2622,"Great food, great prices, great service.",prices,positive,0
absa,restaurant,train,61,"This is the perfect spot for meeting friends, having lunch, dinner, pre-theatre or after-theatre drinks!",spot,positive,0
absa,restaurant,train,2165,The bagel was huge.,bagel,neutral,2
absa,restaurant,train,189,"Everything, from the soft bread, soggy salad, and 50 minute wait time, with an incredibly rude service to deliver below average food.",salad,negative,1
absa,restaurant,train,1917,"The food, served in small tasting portions (as an option) is very good with each dish being better than the next.",served,neutral,2
absa,restaurant,train,201,"Anyway, the food is good, the price is right and they have a decent wine list.",price,positive,0
absa,restaurant,train,304,I have enjoyed everything I have ever gotten and the fish is so fresh and always prepared in a great way.,fish,positive,0
absa,restaurant,train,417,A Thai restaurant out of rice during dinner?,rice,neutral,2
absa,restaurant,train,3621,The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.,herbs,positive,0
absa,restaurant,train,2321,It's a nice place to relax and have conversation.,place,positive,0
absa,restaurant,train,1438,"If you want Americanized Chinese food with your usual watery, generic white sauce, this is your place.",Chinese food,neutral,2
absa,restaurant,train,1009,"The service was bad, the food took to forever to come, we sat on the upper level.",food,negative,1
absa,restaurant,train,2385,I've been coming here as a child and always come back for the taste.,taste,positive,0
absa,restaurant,train,451,"Also, top the meal with a delicious and perfect slice of tiramisu.",meal,neutral,2
absa,restaurant,train,2642,"We a menu that rearely changes,e xcept for one or two specials, the quality and care they put in thier food in evident.",quality,positive,0
absa,restaurant,train,1186,"It only took about five or so minutes to get an empty table, but standing up wasn't too bad.",table,positive,0
absa,restaurant,train,1218,"Of course this atmosphere is lacking, but what do you expect from a 24 hour bagel place anyways?",atmosphere,negative,1
absa,restaurant,train,2621,"No refills on fountain drinks, though.",fountain drinks,negative,1
absa,restaurant,train,1386,"The food's dazzling flavors overwhelm the palate, truly embracing the beauty of authentic Thai cuisine.",Thai cuisine,positive,0
absa,restaurant,train,237,"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.",drunken chicken,positive,0
absa,restaurant,train,953,"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",wait-staff,negative,1
absa,restaurant,train,2053,Overall A oh ya even though there is waiting it is deff worth it,waiting,negative,1
absa,restaurant,train,208,The specials are usually quite good too.,specials,positive,0
